"county"	"party"	"votes"	"p"
"washington,jefferson"	"Republican"	6330	4.89088777076859e-05
"washington,king"	"Republican"	259716	0.00200670111891459
"washington,kitsap"	"Republican"	53297	0.000411800387865171
"washington,kittitas"	"Republican"	9471	7.31778800583717e-05
"washington,klickitat"	"Republican"	4944	3.81999196503632e-05
"washington,lewis"	"Republican"	20278	0.000156678392125822
"washington,lincoln"	"Republican"	3803	2.93839592294359e-05
"washington,mason"	"Republican"	12600	9.7354164157479e-05
"washington,okanogan"	"Republican"	8798	6.7977931449008e-05
"washington,pacific"	"Republican"	4555	3.51943029950251e-05
"washington,pend oreille"	"Republican"	3717	2.87194784264563e-05
"washington,pierce:main"	"Republican"	141673	0.00109463940465734
"washington,skagit"	"Republican"	24687	0.000190744623059975
"washington,skamania"	"Republican"	2524	1.95017389153553e-05
"washington,snohomish"	"Republican"	126722	0.000979120189711433
"washington,spokane"	"Republican"	108314	0.000836890391789935
"washington,stevens"	"Republican"	13132	0.000101464673310795
"washington,thurston"	"Republican"	48366	0.000373700912987351
"washington,wahkiakum"	"Republican"	1105	8.5378056661916e-06
"washington,walla walla"	"Republican"	14182	0.000109577520323918
"washington,whatcom"	"Republican"	40205	0.000310644775392972
"washington,whitman"	"Republican"	8104	6.26157258993817e-05
"washington,yakima"	"Republican"	41946	0.000324096648392826
"west virginia,barbour"	"Republican"	3685	2.84722297555802e-05
"west virginia,berkeley"	"Republican"	20841	0.000161028423429049
"west virginia,boone"	"Republican"	3632	2.80627241444416e-05
"west virginia,braxton"	"Republican"	2629	2.03130236166676e-05
"west virginia,brooke"	"Republican"	4961	3.83312705067661e-05
"west virginia,cabell"	"Republican"	18793	0.000145204508492976
"west virginia,calhoun"	"Republican"	1366	1.05544276380251e-05
"west virginia,clay"	"Republican"	1755	1.35600442933631e-05
"west virginia,doddridge"	"Republican"	2218	1.71374235001023e-05
"west virginia,fayette"	"Republican"	7658	5.91696975490456e-05
"west virginia,gilmer"	"Republican"	1445	1.11648227942506e-05
"west virginia,grant"	"Republican"	3166	2.44621653748078e-05
"west virginia,greenbrier"	"Republican"	7567	5.84665841412415e-05
"west virginia,hampshire"	"Republican"	5222	4.03478924785996e-05
"west virginia,hancock"	"Republican"	7518	5.80879846139625e-05
"west virginia,hardy"	"Republican"	3376	2.60847347774325e-05
"west virginia,harrison"	"Republican"	17824	0.000137717509678008
"west virginia,jackson"	"Republican"	7148	5.52291718569571e-05
"west virginia,jefferson"	"Republican"	10600	8.19011222277204e-05
"west virginia,kanawha"	"Republican"	40952	0.000316416486553736
"west virginia,lewis"	"Republican"	4335	3.34944683827517e-05
"west virginia,lincoln"	"Republican"	3637	2.8101356749266e-05
"west virginia,logan"	"Republican"	7326	5.66044925887056e-05
"west virginia,marion"	"Republican"	11501	8.88627176170766e-05
"west virginia,marshall"	"Republican"	7759	5.99500761664984e-05
"west virginia,mason"	"Republican"	5853	4.52233272074384e-05
"west virginia,mcdowell"	"Republican"	2882	2.22678334207821e-05
"west virginia,mercer"	"Republican"	13246	0.000102345496700791
"west virginia,mineral"	"Republican"	7616	5.88451836685206e-05
"west virginia,mingo"	"Republican"	4587	3.54415516659013e-05
"west virginia,monongalia"	"Republican"	15775	0.000121885868220971
"west virginia,monroe"	"Republican"	3397	2.62469917176949e-05
"west virginia,morgan"	"Republican"	4428	3.42130348324855e-05
"west virginia,nicholas"	"Republican"	4804	3.71182067152801e-05
"west virginia,ohio"	"Republican"	10694	8.2627415198419e-05
"west virginia,pendleton"	"Republican"	2035	1.57234701635293e-05
"west virginia,pleasants"	"Republican"	1772	1.36913951497661e-05
"west virginia,pocahontas"	"Republican"	2011	1.55380336603722e-05
"west virginia,preston"	"Republican"	7325	5.65967660677408e-05
"west virginia,putnam"	"Republican"	15162	0.0001171495108695
"west virginia,raleigh"	"Republican"	17548	0.000135584989891702
"west virginia,randolph"	"Republican"	6060	4.68227170471685e-05
"west virginia,ritchie"	"Republican"	2781	2.14874548033293e-05
"west virginia,roane"	"Republican"	2943	2.27391511996397e-05
"west virginia,summers"	"Republican"	2891	2.2337372109466e-05
"west virginia,taylor"	"Republican"	3605	2.78541080783898e-05
"west virginia,tucker"	"Republican"	2123	1.64034040084387e-05
"west virginia,tyler"	"Republican"	2415	1.86595481301835e-05
"west virginia,upshur"	"Republican"	5911	4.56714654234014e-05
"west virginia,wayne"	"Republican"	8947	6.9129183072775e-05
"west virginia,webster"	"Republican"	1386	1.07089580573227e-05
"west virginia,wetzel"	"Republican"	3342	2.58220330646266e-05
"west virginia,wirt"	"Republican"	1496	1.15588753634594e-05
"west virginia,wood"	"Republican"	22896	0.000176906424011876
"west virginia,wyoming"	"Republican"	4621	3.57042533787072e-05
"wisconsin,adams"	"Republican"	3974	3.07051943144303e-05
"wisconsin,ashland"	"Republican"	2634	2.0351656221492e-05
"wisconsin,barron"	"Republican"	10457	8.07962297297427e-05
"wisconsin,bayfield"	"Republican"	3365	2.59997430468188e-05
"wisconsin,brown"	"Republican"	55854	0.000431557101972368
"wisconsin,buffalo"	"Republican"	2923	2.25846207803421e-05
"wisconsin,burnett"	"Republican"	4200	3.2451388052493e-05
"wisconsin,calumet"	"Republican"	12722	9.82967997151943e-05
"wisconsin,chippewa"	"Republican"	13492	0.000104246220858151
"wisconsin,clark"	"Republican"	6383	4.93183833188245e-05
"wisconsin,columbia"	"Republican"	12193	9.4209470124773e-05
"wisconsin,crawford"	"Republican"	2830	2.18660543306084e-05
"wisconsin,dane"	"Republican"	73065	0.000564538254298905
"wisconsin,dodge"	"Republican"	23015	0.000177825880006697
"wisconsin,door"	"Republican"	7112	5.49510171022215e-05
"wisconsin,douglas"	"Republican"	7835	6.05372917598292e-05
"wisconsin,dunn"	"Republican"	9566	7.39118995500352e-05
"wisconsin,eau claire"	"Republican"	20959	0.000161940152902905
"wisconsin,florence"	"Republican"	1512	1.16824996988975e-05
"wisconsin,fond du lac"	"Republican"	28164	0.00021760973645486
"wisconsin,forest"	"Republican"	1963	1.5167160654058e-05
"wisconsin,grant"	"Republican"	9068	7.00640921095254e-05
"wisconsin,green"	"Republican"	6730	5.19994860936376e-05
"wisconsin,green lake"	"Republican"	5393	4.1669127563594e-05
"wisconsin,iowa"	"Republican"	3829	2.95848487745228e-05
"wisconsin,iron"	"Republican"	1464	1.13116266925833e-05
"wisconsin,jackson"	"Republican"	3552	2.74446024672512e-05
"wisconsin,jefferson"	"Republican"	21096	0.000162998686275093
"wisconsin,juneau"	"Republican"	5148	3.97761299271986e-05
"wisconsin,kenosha"	"Republican"	31609	0.000244227601178869
"wisconsin,kewaunee"	"Republican"	4711	3.63996402655463e-05
"wisconsin,la crosse"	"Republican"	23701	0.000183126273388604
"wisconsin,lafayette"	"Republican"	2984	2.30559385591998e-05
"wisconsin,langlade"	"Republican"	5081	3.92584530225516e-05
"wisconsin,lincoln"	"Republican"	6519	5.03691901700481e-05
"wisconsin,manitowoc"	"Republican"	19234	0.000148611904238488
"wisconsin,marathon"	"Republican"	30345	0.000234461278679262
"wisconsin,marinette"	"Republican"	9726	7.51481429044159e-05
"wisconsin,marquette"	"Republican"	3654	2.82327076056689e-05
"wisconsin,milwaukee"	"Republican"	149445	0.00115468992559638
"wisconsin,monroe"	"Republican"	8666	6.69580306816439e-05
"wisconsin,oconto"	"Republican"	8755	6.76456910475181e-05
"wisconsin,oneida"	"Republican"	9630	7.44063968917875e-05
"wisconsin,outagamie"	"Republican"	39677	0.000306565172323515
"wisconsin,ozaukee"	"Republican"	32172	0.000248577632482096
"wisconsin,pepin"	"Republican"	1616	1.24860578792449e-05
"wisconsin,pierce"	"Republican"	9812	7.58126237073955e-05
"wisconsin,polk"	"Republican"	11282	8.71706095257681e-05
"wisconsin,portage"	"Republican"	13810	0.000106703254524983
"wisconsin,price"	"Republican"	3461	2.67414890594472e-05
"wisconsin,racine"	"Republican"	45954	0.000355064544420063
"wisconsin,richland"	"Republican"	3298	2.54820661421719e-05
"wisconsin,rock"	"Republican"	27364	0.000211428519682957
"wisconsin,rusk"	"Republican"	3253	2.51343726987523e-05
"wisconsin,sauk"	"Republican"	11562	8.93340353959343e-05
"wisconsin,sawyer"	"Republican"	4199	3.24436615315281e-05
"wisconsin,shawano"	"Republican"	9538	7.36955569630186e-05
"wisconsin,sheboygan"	"Republican"	30801	0.000237984572239247
"wisconsin,st croix"	"Republican"	22837	0.000176450559274948
"wisconsin,taylor"	"Republican"	4586	3.54338251449364e-05
"wisconsin,trempealeau"	"Republican"	4808	3.71491127991396e-05
"wisconsin,vernon"	"Republican"	5367	4.14682380185071e-05
"wisconsin,vilas"	"Republican"	7055	5.45106054072234e-05
"wisconsin,walworth"	"Republican"	25485	0.000196910386789949
"wisconsin,washburn"	"Republican"	4303	3.32472197118756e-05
"wisconsin,washington"	"Republican"	47729	0.000368779119132723
"wisconsin,waukesha"	"Republican"	145152	0.00112151997109416
"wisconsin,waupaca"	"Republican"	12232	9.45108044424034e-05
"wisconsin,waushara"	"Republican"	5770	4.45820259673535e-05
"wisconsin,winnebago"	"Republican"	37946	0.000293190564533309
"wisconsin,wood"	"Republican"	16581	0.000128113444118663
"wyoming,albany"	"Republican"	7936	6.1317670377282e-05
"wyoming,big horn"	"Republican"	4045	3.12537773029367e-05
"wyoming,campbell"	"Republican"	13011	0.000100529764274044
"wyoming,carbon"	"Republican"	4331	3.34635622988922e-05
"wyoming,converse"	"Republican"	4922	3.80299361891358e-05
"wyoming,crook"	"Republican"	2967	2.29245877027968e-05
"wyoming,fremont"	"Republican"	11083	8.5633031853757e-05
"wyoming,goshen"	"Republican"	3942	3.04579456435541e-05
"wyoming,hot springs"	"Republican"	1834	1.41704394495886e-05
"wyoming,johnson"	"Republican"	3334	2.57602208969075e-05
"wyoming,laramie"	"Republican"	24549	0.000189678363166822
"wyoming,lincoln"	"Republican"	6485	5.01064884572422e-05
"wyoming,natrona"	"Republican"	21906	0.000169257168256646
"wyoming,niobrara"	"Republican"	1017	7.85787182128223e-06
"wyoming,park"	"Republican"	10839	8.37477607383266e-05
"wyoming,platte"	"Republican"	3002	2.31950159365676e-05
"wyoming,sheridan"	"Republican"	10177	7.86328038595765e-05
"wyoming,sublette"	"Republican"	3316	2.56211435195397e-05
"wyoming,sweetwater"	"Republican"	10360	8.00467571961494e-05
"wyoming,teton"	"Republican"	4565	3.52715682046739e-05
"wyoming,uinta"	"Republican"	5763	4.45279403205993e-05
"wyoming,washakie"	"Republican"	2956	2.28395959721832e-05
"wyoming,weston"	"Republican"	2618	2.0228031886054e-05
"alabama,autauga"	"Democrat"	6093	4.70776922390095e-05
"alabama,baldwin"	"Democrat"	19386	0.00014978633542515
"alabama,barbour"	"Democrat"	5697	4.40179899369173e-05
"alabama,bibb"	"Democrat"	2299	1.77632716982575e-05
"alabama,blount"	"Democrat"	3522	2.72128068383048e-05
"alabama,bullock"	"Democrat"	4011	3.09910755901308e-05
"alabama,butler"	"Democrat"	4188	3.23586698009144e-05
"alabama,calhoun"	"Democrat"	16334	0.000126204993440338
"alabama,chambers"	"Democrat"	6799	5.25326160402143e-05
"alabama,cherokee"	"Democrat"	2306	1.78173573450116e-05
"alabama,chilton"	"Democrat"	3674	2.83872380249665e-05
"alabama,choctaw"	"Democrat"	3636	2.80936302283011e-05
"alabama,clarke"	"Democrat"	5914	4.56946449862961e-05
"alabama,clay"	"Democrat"	1760	1.35986768981875e-05
"alabama,cleburne"	"Democrat"	1168	9.024576486979e-06
"alabama,coffee"	"Democrat"	5079	3.92429999806219e-05
"alabama,colbert"	"Democrat"	9703	7.49704329222237e-05
"alabama,conecuh"	"Democrat"	3429	2.64942403885711e-05
"alabama,coosa"	"Democrat"	2273	1.75623821531706e-05
"alabama,covington"	"Democrat"	3240	2.50339279262089e-05
"alabama,crenshaw"	"Democrat"	1938	1.49739976299361e-05
"alabama,cullman"	"Democrat"	5864	4.53083189380521e-05
"alabama,dale"	"Democrat"	5270	4.07187654849138e-05
"alabama,dallas"	"Democrat"	13986	0.000108063122214802
"alabama,de kalb"	"Democrat"	5658	4.3716655619287e-05
"alabama,elmore"	"Democrat"	8301	6.41378505294629e-05
"alabama,escambia"	"Democrat"	5188	4.00851907657937e-05
"alabama,etowah"	"Democrat"	13497	0.000104284853462976
"alabama,fayette"	"Democrat"	1994	1.54066828039693e-05
"alabama,franklin"	"Democrat"	3469	2.68033012271662e-05
"alabama,geneva"	"Democrat"	2134	1.64883957390524e-05
"alabama,greene"	"Democrat"	4408	3.40585044131879e-05
"alabama,hale"	"Democrat"	4982	3.84935274470286e-05
"alabama,henry"	"Democrat"	3018	2.33186402720057e-05
"alabama,houston"	"Democrat"	12225	9.44567187956493e-05
"alabama,jackson"	"Democrat"	6374	4.92488446301406e-05
"alabama,jefferson"	"Democrat"	166121	0.00128353738920671
"alabama,lamar"	"Democrat"	1614	1.24706048373152e-05
"alabama,lauderdale"	"Democrat"	13329	0.000102986797940876
"alabama,lawrence"	"Democrat"	5164	3.98997542626366e-05
"alabama,lee"	"Democrat"	21498	0.000166104747702975
"alabama,limestone"	"Democrat"	9536	7.36801039210889e-05
"alabama,lowndes"	"Democrat"	5449	4.21018127376272e-05
"alabama,macon"	"Democrat"	9450	7.30156231181092e-05
"alabama,madison"	"Democrat"	64117	0.000495401344705165
"alabama,marengo"	"Democrat"	5926	4.57873632378746e-05
"alabama,marion"	"Democrat"	2600	2.00889545086861e-05
"alabama,marshall"	"Democrat"	7038	5.43792545508204e-05
"alabama,mobile"	"Democrat"	82181	0.000634973219414744
"alabama,monroe"	"Democrat"	5025	3.88257678485184e-05
"alabama,montgomery"	"Democrat"	62166	0.000480326902302686
"alabama,morgan"	"Democrat"	13895	0.000107360008806998
"alabama,perry"	"Democrat"	4457	3.4437103940467e-05
"alabama,pickens"	"Democrat"	4594	3.54956373126554e-05
"alabama,pike"	"Democrat"	5879	4.54242167525253e-05
"alabama,randolph"	"Democrat"	3064	2.36740602363901e-05
"alabama,russell"	"Democrat"	10085	7.79219639308076e-05
"alabama,shelby"	"Democrat"	20625	0.000159359494900635
"alabama,st clair"	"Democrat"	6091	4.70622391970797e-05
"alabama,sumter"	"Democrat"	5264	4.06724063591246e-05
"alabama,talladega"	"Democrat"	13779	0.000106463732375072
"alabama,tallapoosa"	"Democrat"	6063	4.68458966100631e-05
"alabama,tuscaloosa"	"Democrat"	32796	0.000253398981564181
"alabama,walker"	"Democrat"	7420	5.73307855594043e-05
"alabama,washington"	"Democrat"	3067	2.36972397992848e-05
"alabama,wilcox"	"Democrat"	4612	3.56347146900233e-05
"alabama,winston"	"Democrat"	1757	1.35754973352929e-05
"arizona,apache"	"Democrat"	15390	0.000118911157649492
"arizona,cochise"	"Democrat"	18943	0.000146363486637708
"arizona,coconino"	"Democrat"	31433	0.000242867733489051
"arizona,gila"	"Democrat"	7884	6.09158912871083e-05
"arizona,graham"	"Democrat"	3487	2.69423786045341e-05
"arizona,greenlee"	"Democrat"	1165	9.00139692408437e-06
"arizona,maricopa"	"Democrat"	602166	0.0046526482233375
"arizona,mohave"	"Democrat"	22092	0.000170694301156113
"arizona,navajo"	"Democrat"	15579	0.000120371470111854
"arizona,pima"	"Democrat"	206254	0.00159362585509021
"arizona,pinal"	"Democrat"	44254	0.000341929458779768
"arizona,santa cruz"	"Democrat"	8683	6.70893815380468e-05
"arizona,yavapai"	"Democrat"	36889	0.000285023631873432
"arizona,yuma"	"Democrat"	18559	0.000143396502587195
"arkansas,arkansas"	"Democrat"	2619	2.02357584070188e-05
"arkansas,ashley"	"Democrat"	2976	2.29941263914808e-05
"arkansas,baxter"	"Democrat"	6539	5.05237205893456e-05
"arkansas,benton"	"Democrat"	23331	0.000180267460631599
"arkansas,boone"	"Democrat"	4435	3.42671204792396e-05
"arkansas,bradley"	"Democrat"	1680	1.29805552209972e-05
"arkansas,calhoun"	"Democrat"	691	5.33902598673159e-06
"arkansas,carroll"	"Democrat"	4172	3.22350454654764e-05
"arkansas,chicot"	"Democrat"	3043	2.35118032961277e-05
"arkansas,clark"	"Democrat"	4267	3.29690649571399e-05
"arkansas,clay"	"Democrat"	2244	1.73383130451891e-05
"arkansas,cleburne"	"Democrat"	2951	2.28009633673588e-05
"arkansas,cleveland"	"Democrat"	911	7.03886059900503e-06
"arkansas,columbia"	"Democrat"	3554	2.7460055509181e-05
"arkansas,conway"	"Democrat"	3149	2.43308145184049e-05
"arkansas,craighead"	"Democrat"	11294	8.72633277773466e-05
"arkansas,crawford"	"Democrat"	5238	4.04715168140377e-05
"arkansas,crittenden"	"Democrat"	10330	7.9814961567203e-05
"arkansas,cross"	"Democrat"	2580	1.99344240893886e-05
"arkansas,dallas"	"Democrat"	1471	1.13657123393374e-05
"arkansas,desha"	"Democrat"	2569	1.98494323587749e-05
"arkansas,drew"	"Democrat"	2598	2.00735014667564e-05
"arkansas,faulkner"	"Democrat"	14955	0.00011555012102977
"arkansas,franklin"	"Democrat"	1869	1.44408676833594e-05
"arkansas,fulton"	"Democrat"	1819	1.40545416351154e-05
"arkansas,garland"	"Democrat"	15899	0.000122843956820616
"arkansas,grant"	"Democrat"	1562	1.20688257471414e-05
"arkansas,greene"	"Democrat"	4541	3.50861317015168e-05
"arkansas,hempstead"	"Democrat"	2869	2.21673886482387e-05
"arkansas,hot spring"	"Democrat"	4288	3.31313218974024e-05
"arkansas,howard"	"Democrat"	1746	1.34905056046792e-05
"arkansas,independence"	"Democrat"	3688	2.84954093184748e-05
"arkansas,izard"	"Democrat"	1792	1.38459255690637e-05
"arkansas,jackson"	"Democrat"	2207	1.70524317694886e-05
"arkansas,jefferson"	"Democrat"	18465	0.000142670209616496
"arkansas,johnson"	"Democrat"	3034	2.34422646074437e-05
"arkansas,lafayette"	"Democrat"	1133	8.75414825320823e-06
"arkansas,lawrence"	"Democrat"	2138	1.65193018229119e-05
"arkansas,lee"	"Democrat"	2263	1.74851169435218e-05
"arkansas,lincoln"	"Democrat"	1710	1.32123508499436e-05
"arkansas,little river"	"Democrat"	1753	1.35445912514334e-05
"arkansas,logan"	"Democrat"	2286	1.7662826925714e-05
"arkansas,lonoke"	"Democrat"	5968	4.61118771183996e-05
"arkansas,madison"	"Democrat"	2144	1.65656609487012e-05
"arkansas,marion"	"Democrat"	2384	1.84200259802722e-05
"arkansas,miller"	"Democrat"	4869	3.76204305779972e-05
"arkansas,mississippi"	"Democrat"	6667	5.15127152728502e-05
"arkansas,monroe"	"Democrat"	1615	1.247833135828e-05
"arkansas,montgomery"	"Democrat"	1092	8.43736089364818e-06
"arkansas,nevada"	"Democrat"	1474	1.13888919022321e-05
"arkansas,newton"	"Democrat"	1182	9.1327477804873e-06
"arkansas,ouachita"	"Democrat"	4346	3.35794601133654e-05
"arkansas,perry"	"Democrat"	1352	1.04462563445168e-05
"arkansas,phillips"	"Democrat"	5695	4.40025368949875e-05
"arkansas,pike"	"Democrat"	1089	8.41418133075354e-06
"arkansas,poinsett"	"Democrat"	2742	2.1186120485699e-05
"arkansas,polk"	"Democrat"	1957	1.51208015282688e-05
"arkansas,pope"	"Democrat"	6002	4.63745788312055e-05
"arkansas,prairie"	"Democrat"	1048	8.09739397119349e-06
"arkansas,pulaski"	"Democrat"	88854	0.000686532293813384
"arkansas,randolph"	"Democrat"	2469	1.9076780262287e-05
"arkansas,saline"	"Democrat"	12695	9.80881836491425e-05
"arkansas,scott"	"Democrat"	1053	8.13602657601789e-06
"arkansas,searcy"	"Democrat"	961	7.425186647249e-06
"arkansas,sebastian"	"Democrat"	13673	0.000105644721152794
"arkansas,sevier"	"Democrat"	1291	9.97493856565916e-06
"arkansas,sharp"	"Democrat"	2436	1.88218050704459e-05
"arkansas,st francis"	"Democrat"	5486	4.23876940133278e-05
"arkansas,stone"	"Democrat"	1598	1.23469805018771e-05
"arkansas,union"	"Democrat"	6190	4.78271647726028e-05
"arkansas,van buren"	"Democrat"	2151	1.66197465954553e-05
"arkansas,washington"	"Democrat"	29021	0.000224231364921762
"arkansas,white"	"Democrat"	6732	5.20149391355673e-05
"arkansas,woodruff"	"Democrat"	1412	1.09098476024095e-05
"arkansas,yell"	"Democrat"	2003	1.54762214926532e-05
"california,alameda"	"Democrat"	489106	0.00377908776304825
"california,alpine"	"Democrat"	422	3.26059184717906e-06
"california,amador"	"Democrat"	7813	6.03673082986019e-05
"california,butte"	"Democrat"	49013	0.000378699972051628
"california,calaveras"	"Democrat"	9813	7.58203502283604e-05
"california,colusa"	"Democrat"	2569	1.98494323587749e-05
"california,contra costa"	"Democrat"	306983	0.00237191058536154
"california,del norte"	"Democrat"	4323	3.34017501311731e-05
"california,el dorado"	"Democrat"	40529	0.000313148168185593
"california,fresno"	"Democrat"	136706	0.00105626177502479
"california,glenn"	"Democrat"	3734	2.88508292828592e-05
"california,humboldt"	"Democrat"	39692	0.000306681070137989
"california,imperial"	"Democrat"	24162	0.000186688199553413
"california,inyo"	"Democrat"	3743	2.89203679715432e-05
"california,kern"	"Democrat"	93457	0.000722097469814723
"california,kings"	"Democrat"	14747	0.000113943004669075
"california,lake"	"Democrat"	14854	0.000114769742412317
"california,lassen"	"Democrat"	3586	2.77073041800571e-05
"california,los angeles"	"Democrat"	2295853	0.017738956336781
"california,madera"	"Democrat"	17952	0.000138706504361513
"california,marin"	"Democrat"	109320	0.000844663271880603
"california,mariposa"	"Democrat"	4100	3.16787359560051e-05
"california,mendocino"	"Democrat"	27843	0.000215129523225134
"california,merced"	"Democrat"	34031	0.000262941234955807
"california,modoc"	"Democrat"	1313	1.01449220268865e-05
"california,mono"	"Democrat"	3093	2.38981293443716e-05
"california,monterey"	"Democrat"	88453	0.000683433958906467
"california,napa"	"Democrat"	38849	0.000300167612964595
"california,nevada"	"Democrat"	28617	0.00022110985045195
"california,orange"	"Democrat"	549558	0.00424617140841713
"california,placer"	"Democrat"	75112	0.000580354442714013
"california,plumas"	"Democrat"	4715	3.64305463494058e-05
"california,riverside"	"Democrat"	325017	0.00251125066444217
"california,sacramento"	"Democrat"	316506	0.00244549024451008
"california,san benito"	"Democrat"	11917	9.20769503384664e-05
"california,san bernardino"	"Democrat"	315720	0.00243941719903169
"california,san diego"	"Democrat"	666581	0.0051503520712902
"california,san francisco"	"Democrat"	322220	0.0024896395853034
"california,san joaquin"	"Democrat"	113974	0.000880622500451152
"california,san luis obispo"	"Democrat"	68176	0.00052676329330161
"california,san mateo"	"Democrat"	222826	0.00172166976052019
"california,santa barbara"	"Democrat"	105614	0.00081602878518476
"california,santa clara"	"Democrat"	462241	0.00357151477732677
"california,santa cruz"	"Democrat"	98745	0.000762955312677005
"california,shasta"	"Democrat"	28867	0.00022304148069317
"california,sierra"	"Democrat"	743	5.74080507690531e-06
"california,siskiyou"	"Democrat"	9292	7.17948328056583e-05
"california,solano"	"Democrat"	102095	0.00078883915790935
"california,sonoma"	"Democrat"	168888	0.00130491667271653
"california,stanislaus"	"Democrat"	80279	0.000620277376539544
"california,sutter"	"Democrat"	13412	0.000103628099180961
"california,tehama"	"Democrat"	8945	6.91137300308452e-05
"california,trinity"	"Democrat"	3233	2.49798422794547e-05
"california,tulare"	"Democrat"	43634	0.000337139015781543
"california,tuolumne"	"Democrat"	11532	8.91022397669879e-05
"california,ventura"	"Democrat"	187601	0.00144950305953232
"california,yolo"	"Democrat"	53488	0.000413276153369463
"california,yuba"	"Democrat"	8866	6.85033348746197e-05
"colorado,adams"	"Democrat"	93445	0.000722004751563145
"colorado,alamosa"	"Democrat"	3521	2.720508031734e-05
"colorado,arapahoe"	"Democrat"	148224	0.00114525584349827
"colorado,archuleta"	"Democrat"	2836	2.19124134563977e-05
"colorado,baca"	"Democrat"	536	4.1414152371753e-06
"colorado,bent"	"Democrat"	799	6.17349025093855e-06
"colorado,boulder"	"Democrat"	124159	0.000959317116478447
"colorado,chaffee"	"Democrat"	4862	3.75663449312431e-05
"colorado,cheyenne"	"Democrat"	198	1.5298511510461e-06
"colorado,clear creek"	"Democrat"	3332	2.57447678549778e-05
"colorado,conejos"	"Democrat"	2154	1.664292615835e-05
"colorado,costilla"	"Democrat"	1245	9.6195186012747e-06
"colorado,crowley"	"Democrat"	552	4.26503957261337e-06
"colorado,custer"	"Democrat"	912	7.04658711996991e-06
"colorado,delta"	"Democrat"	5084	3.92816325854463e-05
"colorado,denver"	"Democrat"	204882	0.0015830250683264
"colorado,dolores"	"Democrat"	369	2.85108623604046e-06
"colorado,douglas"	"Democrat"	61960	0.00047873523898392
"colorado,eagle"	"Democrat"	13191	0.000101920538047723
"colorado,el paso"	"Democrat"	108899	0.000841410406554389
"colorado,elbert"	"Democrat"	3819	2.9507583564874e-05
"colorado,fremont"	"Democrat"	6844	5.28803094836338e-05
"colorado,garfield"	"Democrat"	11357	8.7750098598134e-05
"colorado,gilpin"	"Democrat"	1990	1.53757767201098e-05
"colorado,grand"	"Democrat"	4037	3.11919651352177e-05
"colorado,gunnison"	"Democrat"	5557	4.29362770018342e-05
"colorado,hinsdale"	"Democrat"	240	1.85436503157103e-06
"colorado,huerfano"	"Democrat"	1989	1.53680501991449e-05
"colorado,jackson"	"Democrat"	277	2.14024630727156e-06
"colorado,jefferson"	"Democrat"	158158	0.00122201110276338
"colorado,kiowa"	"Democrat"	178	1.37532073174851e-06
"colorado,kit carson"	"Democrat"	912	7.04658711996991e-06
"colorado,la plata"	"Democrat"	16057	0.000124064747133067
"colorado,lake"	"Democrat"	1859	1.43636024737106e-05
"colorado,larimer"	"Democrat"	89823	0.000694019292628352
"colorado,las animas"	"Democrat"	3562	2.75218676769e-05
"colorado,lincoln"	"Democrat"	546	4.21868044682409e-06
"colorado,logan"	"Democrat"	2846	2.19896786660464e-05
"colorado,mesa"	"Democrat"	24008	0.000185498315324822
"colorado,mineral"	"Democrat"	270	2.08616066051741e-06
"colorado,moffat"	"Democrat"	1582	1.2223356166439e-05
"colorado,montezuma"	"Democrat"	4661	3.60133142173023e-05
"colorado,montrose"	"Democrat"	6495	5.0183753666891e-05
"colorado,morgan"	"Democrat"	3813	2.94612244390847e-05
"colorado,otero"	"Democrat"	3547	2.74059698624268e-05
"colorado,ouray"	"Democrat"	1636	1.26405882985425e-05
"colorado,park"	"Democrat"	4250	3.2837714100737e-05
"colorado,phillips"	"Democrat"	622	4.80589604015491e-06
"colorado,pitkin"	"Democrat"	7349	5.67822025708979e-05
"colorado,prowers"	"Democrat"	1487	1.14893366747755e-05
"colorado,pueblo"	"Democrat"	41097	0.000317536832093644
"colorado,rio blanco"	"Democrat"	655	5.06087123199593e-06
"colorado,rio grande"	"Democrat"	2448	1.89145233220245e-05
"colorado,routt"	"Democrat"	8270	6.38983283795517e-05
"colorado,saguache"	"Democrat"	1730	1.33668812692412e-05
"colorado,san juan"	"Democrat"	264	2.03980153472813e-06
"colorado,san miguel"	"Democrat"	3349	2.58761187113807e-05
"colorado,sedgwick"	"Democrat"	468	3.61601181156351e-06
"colorado,summit"	"Democrat"	9802	7.57353584977467e-05
"colorado,teller"	"Democrat"	4513	3.48697891145002e-05
"colorado,washington"	"Democrat"	529	4.08732959042114e-06
"colorado,weld"	"Democrat"	47292	0.000365402629471071
"colorado,yuma"	"Democrat"	1117	8.63052391777016e-06
"connecticut,fairfield"	"Democrat"	242936	0.00187705009712391
"connecticut,hartford"	"Democrat"	268721	0.00207627844020333
"connecticut,litchfield"	"Democrat"	51041	0.000394369356568404
"connecticut,middlesex"	"Democrat"	52983	0.000409374260282199
"connecticut,new haven"	"Democrat"	233589	0.00180483030566519
"connecticut,new london"	"Democrat"	74776	0.000577758331669813
"connecticut,tolland"	"Democrat"	45053	0.000348102949030706
"connecticut,windham"	"Democrat"	28673	0.000221542535625984
"delaware,kent"	"Democrat"	36392	0.000281183550953887
"delaware,new castle"	"Democrat"	178768	0.00138125469984954
