"county"	"party"	"votes"	"p"
"georgia,seminole"	"Republican"	2315	1.78868960336955e-05
"georgia,spalding"	"Republican"	14885	0.000115009264562228
"georgia,stephens"	"Republican"	7689	5.94092196989568e-05
"georgia,stewart"	"Republican"	783	6.04986591550048e-06
"georgia,sumter"	"Republican"	5717	4.41725203562149e-05
"georgia,talbot"	"Republican"	1301	1.00522037753079e-05
"georgia,taliaferro"	"Republican"	339	2.61929060709408e-06
"georgia,tattnall"	"Republican"	4730	3.6546444163879e-05
"georgia,taylor"	"Republican"	2021	1.5615298870021e-05
"georgia,telfair"	"Republican"	2486	1.92081311186899e-05
"georgia,terrell"	"Republican"	1890	1.46031246236218e-05
"georgia,thomas"	"Republican"	10642	8.22256361082453e-05
"georgia,tift"	"Republican"	9431	7.28688192197765e-05
"georgia,toombs"	"Republican"	6658	5.14431765841663e-05
"georgia,towns"	"Republican"	4292	3.31622279812619e-05
"georgia,treutlen"	"Republican"	1826	1.41086272818696e-05
"georgia,troup"	"Republican"	15391	0.000118918884170457
"georgia,turner"	"Republican"	2096	1.6194787942387e-05
"georgia,twiggs"	"Republican"	2087	1.61252492537031e-05
"georgia,union"	"Republican"	8013	6.19126124915777e-05
"georgia,upson"	"Republican"	7291	5.63340643549349e-05
"georgia,walker"	"Republican"	17110	0.000132200773709085
"georgia,walton"	"Republican"	27253	0.000210570875855855
"georgia,ware"	"Republican"	8311	6.42151157391117e-05
"georgia,warren"	"Republican"	1087	8.39872828882378e-06
"georgia,washington"	"Republican"	4216	3.25750123879311e-05
"georgia,wayne"	"Republican"	7601	5.87292858540474e-05
"georgia,webster"	"Republican"	588	4.54319432734902e-06
"georgia,wheeler"	"Republican"	1408	1.087894151855e-05
"georgia,white"	"Republican"	8467	6.54204530096329e-05
"georgia,whitfield"	"Republican"	19230	0.000148580998154629
"georgia,wilcox"	"Republican"	2159	1.66815587631744e-05
"georgia,wilkes"	"Republican"	2705	2.09002392099985e-05
"georgia,wilkinson"	"Republican"	2349	1.81495977465014e-05
"georgia,worth"	"Republican"	5780	4.46592911770023e-05
"idaho,ada"	"Republican"	93328	0.000721100748610254
"idaho,adams"	"Republican"	1517	1.17211323037219e-05
"idaho,bannock"	"Republican"	19356	0.000149554539796203
"idaho,bear lake"	"Republican"	2377	1.83659403335181e-05
"idaho,benewah"	"Republican"	2646	2.04443744730706e-05
"idaho,bingham"	"Republican"	12230	9.44953514004736e-05
"idaho,blaine"	"Republican"	3439	2.65715055982199e-05
"idaho,boise"	"Republican"	2433	1.87986255075513e-05
"idaho,bonner"	"Republican"	11145	8.61120761535796e-05
"idaho,bonneville"	"Republican"	29334	0.000226649765983769
"idaho,boundary"	"Republican"	3078	2.37822315298984e-05
"idaho,butte"	"Republican"	1056	8.15920613891252e-06
"idaho,camas"	"Republican"	422	3.26059184717906e-06
"idaho,canyon"	"Republican"	42752	0.000330324224290519
"idaho,caribou"	"Republican"	2656	2.05216396827194e-05
"idaho,cassia"	"Republican"	6309	4.87466207674234e-05
"idaho,clark"	"Republican"	305	2.35658889428818e-06
"idaho,clearwater"	"Republican"	2569	1.98494323587749e-05
"idaho,custer"	"Republican"	1694	1.30887265145055e-05
"idaho,elmore"	"Republican"	5665	4.37707412660411e-05
"idaho,franklin"	"Republican"	4246	3.28068080168774e-05
"idaho,fremont"	"Republican"	4700	3.63146485349326e-05
"idaho,gem"	"Republican"	5585	4.31526195888508e-05
"idaho,gooding"	"Republican"	3765	2.90903514327705e-05
"idaho,idaho"	"Republican"	5895	4.55478410879634e-05
"idaho,jefferson"	"Republican"	8540	6.59844890400691e-05
"idaho,jerome"	"Republican"	4897	3.78367731650139e-05
"idaho,kootenai"	"Republican"	38387	0.000296597960278821
"idaho,latah"	"Republican"	7988	6.17194494674557e-05
"idaho,lemhi"	"Republican"	2938	2.27005185948153e-05
"idaho,lewis"	"Republican"	1275	9.8513142302211e-06
"idaho,lincoln"	"Republican"	1232	9.51907382873128e-06
"idaho,madison"	"Republican"	11131	8.60039048600713e-05
"idaho,minidoka"	"Republican"	5087	3.93048121483409e-05
"idaho,nez perce"	"Republican"	10357	8.00235776332547e-05
"idaho,oneida"	"Republican"	1724	1.33205221434519e-05
"idaho,owyhee"	"Republican"	3024	2.3364999397795e-05
"idaho,payette"	"Republican"	5988	4.62664075376972e-05
"idaho,power"	"Republican"	1754	1.35523177723983e-05
"idaho,shoshone"	"Republican"	2953	2.28164164092885e-05
"idaho,teton"	"Republican"	2263	1.74851169435218e-05
"idaho,twin falls"	"Republican"	19032	0.000147051147003583
"idaho,valley"	"Republican"	2772	2.14179161146454e-05
"idaho,washington"	"Republican"	3168	2.44776184167376e-05
"illinois,adams"	"Republican"	18711	0.000144570933773856
"illinois,alexander"	"Republican"	1692	1.30732734725757e-05
"illinois,bond"	"Republican"	3947	3.04965782483785e-05
"illinois,boone"	"Republican"	10403	8.03789975976392e-05
"illinois,brown"	"Republican"	1544	1.19297483697736e-05
"illinois,bureau"	"Republican"	7911	6.112450735316e-05
"illinois,calhoun"	"Republican"	1221	9.4340820981176e-06
"illinois,carroll"	"Republican"	3596	2.77845693897059e-05
"illinois,cass"	"Republican"	2617	2.02203053650891e-05
"illinois,champaign"	"Republican"	33871	0.000261704991601426
"illinois,christian"	"Republican"	7872	6.08231730355297e-05
"illinois,clark"	"Republican"	4409	3.40662309341528e-05
"illinois,clay"	"Republican"	3926	3.03343213081161e-05
"illinois,clinton"	"Republican"	9357	7.22970566683755e-05
"illinois,coles"	"Republican"	10978	8.48217471524448e-05
"illinois,cook"	"Republican"	487736	0.00376850242932636
"illinois,crawford"	"Republican"	5070	3.9173461291938e-05
"illinois,cumberland"	"Republican"	3156	2.4384900165159e-05
"illinois,de witt"	"Republican"	4348	3.35949131552951e-05
"illinois,de kalb"	"Republican"	18266	0.000141132631944485
"illinois,douglas"	"Republican"	5005	3.86712374292208e-05
"illinois,du page"	"Republican"	183626	0.00141879013869692
"illinois,edgar"	"Republican"	4398	3.39812392035391e-05
"illinois,edwards"	"Republican"	2137	1.6511575301947e-05
"illinois,effingham"	"Republican"	11323	8.7487396885328e-05
"illinois,fayette"	"Republican"	5499	4.24881387858712e-05
"illinois,ford"	"Republican"	4079	3.15164790157426e-05
"illinois,franklin"	"Republican"	9404	7.26602031537248e-05
"illinois,fulton"	"Republican"	6251	4.82984825514604e-05
"illinois,gallatin"	"Republican"	1212	9.3645434094337e-06
"illinois,greene"	"Republican"	3053	2.35890685057765e-05
"illinois,grundy"	"Republican"	10687	8.2573329551665e-05
"illinois,hamilton"	"Republican"	2353	1.8180503830361e-05
"illinois,hancock"	"Republican"	5161	3.9876574699742e-05
"illinois,hardin"	"Republican"	1330	1.02762728832894e-05
"illinois,henderson"	"Republican"	1541	1.1906568806879e-05
"illinois,henry"	"Republican"	11263	8.70238056274354e-05
"illinois,iroquois"	"Republican"	8695	6.71820997896254e-05
"illinois,jackson"	"Republican"	9687	7.48468085867856e-05
"illinois,jasper"	"Republican"	2964	2.29014081399022e-05
"illinois,jefferson"	"Republican"	9302	7.18720980153071e-05
"illinois,jersey"	"Republican"	5329	4.11746302218417e-05
"illinois,jo daviess"	"Republican"	5170	3.99461133884259e-05
"illinois,johnson"	"Republican"	3912	3.02261500146078e-05
"illinois,kane"	"Republican"	83963	0.000648741879774159
"illinois,kankakee"	"Republican"	22527	0.000174055337775836
"illinois,kendall"	"Republican"	21380	0.000165193018229119
"illinois,knox"	"Republican"	9419	7.2776100968198e-05
"illinois,la salle"	"Republican"	21872	0.00016899446654384
"illinois,lake"	"Republican"	118545	0.000915940427781615
"illinois,lawrence"	"Republican"	3403	2.62933508434842e-05
"illinois,lee"	"Republican"	8258	6.38056101279731e-05
"illinois,livingston"	"Republican"	9191	7.10144541882055e-05
"illinois,logan"	"Republican"	7429	5.74003242480882e-05
"illinois,macon"	"Republican"	24948	0.000192761245031808
"illinois,macoupin"	"Republican"	9891	7.6423018863621e-05
"illinois,madison"	"Republican"	57177	0.000441779289208903
"illinois,marion"	"Republican"	8691	6.71511937057659e-05
"illinois,marshall"	"Republican"	3145	2.42999084345454e-05
"illinois,mason"	"Republican"	3141	2.42690023506858e-05
"illinois,massac"	"Republican"	4371	3.37726231374874e-05
"illinois,mcdonough"	"Republican"	6055	4.67840844423441e-05
"illinois,mchenry"	"Republican"	64845	0.000501026251967597
"illinois,mclean"	"Republican"	36767	0.000284080996315717
"illinois,menard"	"Republican"	3672	2.83717849830367e-05
"illinois,mercer"	"Republican"	3833	2.96157548583823e-05
"illinois,monroe"	"Republican"	9881	7.63457536539722e-05
"illinois,montgomery"	"Republican"	6150	4.75181039340076e-05
"illinois,morgan"	"Republican"	7591	5.86520206443986e-05
"illinois,moultrie"	"Republican"	3471	2.6818754269096e-05
"illinois,ogle"	"Republican"	13144	0.000101557391562373
"illinois,peoria"	"Republican"	34579	0.000267175368444561
"illinois,perry"	"Republican"	5086	3.9297085627376e-05
"illinois,piatt"	"Republican"	4991	3.85630661357125e-05
"illinois,pike"	"Republican"	4457	3.4437103940467e-05
"illinois,pope"	"Republican"	1343	1.03767176558329e-05
"illinois,pulaski"	"Republican"	1593	1.23083478970527e-05
"illinois,putnam"	"Republican"	1378	1.06471458896037e-05
"illinois,randolph"	"Republican"	7538	5.824251503326e-05
"illinois,richland"	"Republican"	4329	3.34481092569624e-05
"illinois,rock island"	"Republican"	25364	0.000195975477753198
"illinois,saline"	"Republican"	6099	4.71240513647988e-05
"illinois,sangamon"	"Republican"	46945	0.000362721526696258
"illinois,schuyler"	"Republican"	1833	1.41627129286237e-05
"illinois,scott"	"Republican"	1455	1.12420880038994e-05
"illinois,shelby"	"Republican"	6396	4.94188280913679e-05
"illinois,st clair"	"Republican"	47958	0.000370548492433681
"illinois,stark"	"Republican"	1513	1.16902262198624e-05
"illinois,stephenson"	"Republican"	9909	7.65620962409888e-05
"illinois,tazewell"	"Republican"	33247	0.000256883642519342
"illinois,union"	"Republican"	5003	3.86557843872911e-05
"illinois,vermilion"	"Republican"	16054	0.000124041567570172
"illinois,wabash"	"Republican"	3254	2.51420992197172e-05
"illinois,warren"	"Republican"	3637	2.8101356749266e-05
"illinois,washington"	"Republican"	4473	3.4560728275905e-05
"illinois,wayne"	"Republican"	5390	4.16459480006993e-05
"illinois,white"	"Republican"	3987	3.08056390869737e-05
"illinois,whiteside"	"Republican"	10883	8.40877276607812e-05
"illinois,will"	"Republican"	122597	0.000947248290731306
"illinois,williamson"	"Republican"	17039	0.000131652190720578
"illinois,winnebago"	"Republican"	53886	0.000416351308713485
"illinois,woodford"	"Republican"	12191	9.41940170828434e-05
"indiana,adams"	"Republican"	8404	6.49336821888455e-05
"indiana,allen"	"Republican"	77793	0.000601069245420854
"indiana,bartholomew"	"Republican"	17067	0.000131868533307595
"indiana,benton"	"Republican"	2183	1.68669952663315e-05
"indiana,blackford"	"Republican"	2690	2.07843413955253e-05
"indiana,boone"	"Republican"	16622	0.000128430231478223
"indiana,brown"	"Republican"	4060	3.13696751174099e-05
"indiana,carroll"	"Republican"	4858	3.75354388473836e-05
"indiana,cass"	"Republican"	8346	6.44855439728825e-05
"indiana,clark"	"Republican"	25326	0.000195681869956533
"indiana,clay"	"Republican"	6267	4.84221068868985e-05
"indiana,clinton"	"Republican"	6919	5.34597985559998e-05
"indiana,crawford"	"Republican"	2393	1.84895646689561e-05
"indiana,daviess"	"Republican"	7098	5.48428458087132e-05
"indiana,dearborn"	"Republican"	14886	0.000115016991083193
"indiana,decatur"	"Republican"	6449	4.98283337025065e-05
"indiana,de kalb"	"Republican"	9780	7.55653750365194e-05
"indiana,delaware"	"Republican"	20916	0.000161607912501415
"indiana,dubois"	"Republican"	9526	7.36028387114401e-05
"indiana,elkhart"	"Republican"	39396	0.000304394019932384
"indiana,fayette"	"Republican"	4917	3.79913035843114e-05
"indiana,floyd"	"Republican"	19957	0.000154198178896096
"indiana,fountain"	"Republican"	4158	3.21268741719681e-05
"indiana,franklin"	"Republican"	7018	5.42247241315228e-05
"indiana,fulton"	"Republican"	5147	3.97684034062337e-05
"indiana,gibson"	"Republican"	8449	6.52813756322651e-05
"indiana,grant"	"Republican"	14734	0.000113842559896531
"indiana,greene"	"Republican"	7691	5.94246727408866e-05
"indiana,hamilton"	"Republican"	78401	0.000605766970167501
"indiana,hancock"	"Republican"	22008	0.000170045273395063
"indiana,harrison"	"Republican"	10551	8.15225227004413e-05
"indiana,hendricks"	"Republican"	39728	0.000306959224892724
"indiana,henry"	"Republican"	10896	8.41881724333247e-05
"indiana,howard"	"Republican"	20248	0.000156446596496876
"indiana,huntington"	"Republican"	10291	7.95136272495727e-05
"indiana,jackson"	"Republican"	9726	7.51481429044159e-05
"indiana,jasper"	"Republican"	7669	5.92546892796592e-05
"indiana,jay"	"Republican"	4401	3.40044187664337e-05
"indiana,jefferson"	"Republican"	7053	5.44951523652936e-05
"indiana,jennings"	"Republican"	6261	4.83757477611092e-05
"indiana,johnson"	"Republican"	36487	0.00028191757044555
"indiana,knox"	"Republican"	8639	6.67494146155921e-05
"indiana,kosciusko"	"Republican"	20488	0.000158300961528447
"indiana,la porte"	"Republican"	17918	0.000138443802648707
"indiana,lagrange"	"Republican"	5702	4.40566225417417e-05
"indiana,lake"	"Republican"	67742	0.000523409983202853
"indiana,lawrence"	"Republican"	11018	8.513080799104e-05
"indiana,madison"	"Republican"	26403	0.000204003333035708
"indiana,marion"	"Republican"	134313	0.00103777221035583
"indiana,marshall"	"Republican"	10406	8.04021771605338e-05
"indiana,martin"	"Republican"	3122	2.41221984523531e-05
"indiana,miami"	"Republican"	8312	6.42228422600766e-05
"indiana,monroe"	"Republican"	21118	0.000163168669736321
"indiana,montgomery"	"Republican"	9060	7.00022799418063e-05
"indiana,morgan"	"Republican"	18129	0.000140074098572297
"indiana,newton"	"Republican"	3301	2.55052457050665e-05
"indiana,noble"	"Republican"	9673	7.47386372932773e-05
"indiana,ohio"	"Republican"	1713	1.32355304128382e-05
"indiana,orange"	"Republican"	4536	3.50474990966924e-05
"indiana,owen"	"Republican"	4415	3.4112590059942e-05
"indiana,parke"	"Republican"	3909	3.02029704517131e-05
"indiana,perry"	"Republican"	3202	2.47403201295435e-05
"indiana,pike"	"Republican"	3221	2.48871240278762e-05
"indiana,porter"	"Republican"	33857	0.000261596820307918
"indiana,posey"	"Republican"	6804	5.25712486450386e-05
"indiana,pulaski"	"Republican"	3388	2.6177453029011e-05
"indiana,putnam"	"Republican"	8086	6.24766485220139e-05
"indiana,randolph"	"Republican"	5788	4.47211033447213e-05
"indiana,ripley"	"Republican"	7794	6.02205044002691e-05
"indiana,rush"	"Republican"	4271	3.29999710409994e-05
"indiana,scott"	"Republican"	4445	3.43443856888884e-05
"indiana,shelby"	"Republican"	10333	7.98381411300976e-05
"indiana,spencer"	"Republican"	5001	3.86403313453613e-05
"indiana,st joseph"	"Republican"	48510	0.000374813532006294
"indiana,starke"	"Republican"	4473	3.4560728275905e-05
"indiana,steuben"	"Republican"	7674	5.92933218844836e-05
"indiana,sullivan"	"Republican"	4343	3.35562805504707e-05
"indiana,switzerland"	"Republican"	1940	1.49894506718658e-05
"indiana,tippecanoe"	"Republican"	29822	0.00023042030821463
"indiana,tipton"	"Republican"	4452	3.43984713356426e-05
"indiana,union"	"Republican"	2061	1.59243597086162e-05
"indiana,vanderburgh"	"Republican"	37512	0.000289837254434552
"indiana,vermillion"	"Republican"	3010	2.32568281042866e-05
"indiana,vigo"	"Republican"	18121	0.000140012286404578
"indiana,wabash"	"Republican"	8238	6.36510797086756e-05
"indiana,warren"	"Republican"	2166	1.67356444099285e-05
"indiana,warrick"	"Republican"	16013	0.000123724780210612
"indiana,washington"	"Republican"	6519	5.03691901700481e-05
"indiana,wayne"	"Republican"	14558	0.000112482692206713
"indiana,wells"	"Republican"	8504	6.57063342853334e-05
"indiana,white"	"Republican"	5731	4.42806916497232e-05
"indiana,whitley"	"Republican"	9124	7.04967772835586e-05
"iowa,adair"	"Republican"	2060	1.59166331876513e-05
"iowa,adams"	"Republican"	1046	8.08194092926373e-06
"iowa,allamakee"	"Republican"	2965	2.29091346608671e-05
"iowa,appanoose"	"Republican"	3086	2.38440436976175e-05
"iowa,audubon"	"Republican"	1634	1.26251352566128e-05
"iowa,benton"	"Republican"	6447	4.98128806605767e-05
"iowa,black hawk"	"Republican"	24662	0.000190551460035853
"iowa,boone"	"Republican"	6293	4.86229964319853e-05
"iowa,bremer"	"Republican"	5741	4.4357956859372e-05
"iowa,buchanan"	"Republican"	4139	3.19800702736354e-05
"iowa,buena vista"	"Republican"	4223	3.26290980346852e-05
"iowa,butler"	"Republican"	3700	2.85881275700534e-05
"iowa,calhoun"	"Republican"	2741	2.11783939647341e-05
"iowa,carroll"	"Republican"	4922	3.80299361891358e-05
"iowa,cass"	"Republican"	4006	3.09524429853064e-05
"iowa,cedar"	"Republican"	4289	3.31390484183673e-05
"iowa,cerro gordo"	"Republican"	9375	7.24361340457433e-05
"iowa,cherokee"	"Republican"	3372	2.60538286935729e-05
"iowa,chickasaw"	"Republican"	2557	1.97567141071963e-05
"iowa,clarke"	"Republican"	2118	1.63647714036143e-05
"iowa,clay"	"Republican"	4355	3.36489988020493e-05
"iowa,clayton"	"Republican"	3651	2.82095280427743e-05
"iowa,clinton"	"Republican"	9324	7.20420814765344e-05
"iowa,crawford"	"Republican"	3345	2.58452126275212e-05
"iowa,dallas"	"Republican"	16954	0.000130995436438563
"iowa,davis"	"Republican"	2029	1.56771110377401e-05
"iowa,decatur"	"Republican"	2020	1.56075723490562e-05
"iowa,delaware"	"Republican"	4113	3.17791807285485e-05
"iowa,des moines"	"Republican"	7721	5.9656468369833e-05
"iowa,dickinson"	"Republican"	5162	3.98843012207069e-05
"iowa,dubuque"	"Republican"	18651	0.000144107342515964
"iowa,emmet"	"Republican"	2373	1.83350342496585e-05
